Year,Country,Area,Location,Activity,Sex ,original order,hurt
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4382.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4381.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4380.0,Injury
2001,BAHAMAS,Grand Bahama Island,Freeport,Swimming,M,4376.0,Injury
2001,ITALY,0,Rimini,Fishing,0,4375.0,Injury
2001,USA,Massachusetts,Chatham Island,Fishing,0,4371.0,Injury
2001,USA,Florida,"Santa Rosa Island, Escambia County",Surfing,M,4370.0,Injury
2001,MEXICO,Baja California,Ensenada,Surfing,M,4368.0,Injury
2001,USA,Florida,Gulf Islands National Seashore,Swimming,M,4367.0,Injury
2001,USA,Texas,Padre Island National Seashore,Swimming,M,4364.0,Injury
2001,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,M,4359.0,Injury
2001,USA,South Carolina,"Fripp Island, Beaufort County",Swimming,M,4358.0,Injury
2001,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,4355.0,Injury
2001,AUSTRALIA,New South Wales,Noraville,Surfing,M,4354.0,Injury
2001,USA,Florida,"Jacksonville, Duval County",Surfing,M,4353.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4350.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4349.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4347.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4346.0,Injury
2001,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,4344.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4343.0,Injury
2001,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,4342.0,Injury
2001,USA,Hawaii,"Ewa Beach, O'ahu",Surfing,M,4341.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,4340.0,Injury
2001,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,4339.0,Injury
2001,AUSTRALIA,New South Wales,Nambucca River Entrance,Surfing,M,4335.0,Injury
2001,USA,Florida,"Coral Cove Park, Jupiter Island, Martin County",Surfing,M,4333.0,Injury
2001,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,4331.0,Fatal
2001,AUSTRALIA,New South Wales,Broome Head,Surfing,M,4327.0,Injury
2001,CUBA,Holquin Province,Off Blau Costa Verde resort,Swimming,F,4325.0,Injury
2001,AUSTRALIA,South Australia,Adelaide,Fishing,0,4324.0,Injury
2001,USA,California,"Sunset Cliffs, San Diego",Surfing,M,4323.0,Injury
2000,NEW ZEALAND,Cook Islands,"Arorangi, Rarotonga",Surfing,F,4316.0,Fatal
2000,USA,Florida,"Bonita Springs, Lee County",Swimming,M,4313.0,Injury
2000,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Swimming,M,4311.0,Injury
2000,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Swimming,M,4310.0,Fatal
2000,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Surfing,M,4309.0,Injury
2000,USA,Florida,"Fort Pierce Inlet State Park, St Lucie County",Surfing,M,4307.0,Injury
2000,USA,Florida,"South Beach, Sebastian, Indian River County",Swimming,M,4305.0,Injury
2000,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Surfing,M,4304.0,Injury
2000,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4303.0,Injury
2000,USA,North Carolina,"Wrightsville Beach, New Hanover County",Surfing,M,4301.0,Injury
2000,AUSTRALIA,South Australia,"Black Point, Eyre Peninsula",Surfing,M,4299.0,Fatal
2000,AUSTRALIA,South Australia,Cactus Beach near Penong,Surfing,M,4298.0,Fatal
2000,OKINAWA,Miyako Island,Sunayama Beach,Surfing,M,4296.0,Fatal
2000,USA,Florida,"Sebastian Inlet, Indian River or Brevard County",Surfing,F,4293.0,Injury
2000,USA,Florida,"Vero Beach, Indian River County",Swimming,M,4291.0,Injury
2000,TANZANIA,0,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",Swimming,M,4289.0,Fatal
2000,REUNION,Saint-Pierre,Pic du Diable ,Surfing,M,4287.0,Injury
2000,TANZANIA,0,"Coco Beach, Dar-es-Salaam",Swimming,0,4286.0,Fatal
2000,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,4285.0,Injury
2000,TANZANIA,0,"Coco Beach, Dar-es-Salaam",Swimming,0,4276.0,Fatal
2000,USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,M,4273.0,Injury
2000,USA,North Carolina,"Holden Beach, Brunswick County",Surfing,M,4272.0,Injury
2000,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,4271.0,Injury
2000,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Surfing,M,4270.0,Injury
2000,SOUTH AFRICA,KwaZulu-Natal,South of Durban,Surfing,M,4269.0,Injury
2000,TANZANIA,0,"Coco Beach, Dar-es-Salaam",Swimming,0,4259.0,Fatal
2000,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",Fishing,M,4257.0,Injury
2000,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,4254.0,Injury
2000,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,4253.0,Injury
2000,TANZANIA,0,"Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam",Swimming,M,4250.0,Fatal
2000,USA,Florida,Santa Rosa Sound Escambia County,Fishing,M,4243.0,Injury
2000,AUSTRALIA,Queensland,"Main Beach, Gold Coast",Swimming,M,4242.0,Injury
2000,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,4240.0,Injury
2000,AUSTRALIA,New South Wales,"McMasters Beach, Central Coast",Surfing,M,4238.0,Injury
2000,AUSTRALIA,New South Wales,"Taronga Wharf, Athol Bay, Sydney Harbor",Swimming,M,4234.0,Injury
2000,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,4229.0,Injury
2000,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",Surfing,M,4228.0,Injury
1999,NEW ZEALAND,South Island,Oreti Beach,Surfing,M,4224.0,Injury
1999,NEW ZEALAND,South Island,Oreti Beach,Swimming,F,4223.0,Injury
1999,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,4221.0,Injury
1999,USA,Florida,"Boynton Beach, Palm Beach County",Surfing,M,4218.0,Injury
1999,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,4217.0,Injury
1999,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",Swimming,F,4216.0,Injury
1999,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Surfing,M,4214.0,Injury
1999,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,M,4212.0,Injury
1999,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,Swimming,M,4211.0,Injury
1999,USA,Florida,"Pet Den, Satellite Beach, Brevard County",Surfing,M,4208.0,Injury
1999,ITALY,Adriatic Sea,San Benedetto,Fishing,0,4205.0,Injury
1999,USA,Florida,"Fort Pierce Inlet, St. Lucie County",Surfing,M,4201.0,Injury
1999,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Surfing,M,4198.0,Injury
1999,USA,North Carolina,"Fort Fisher, New Hanover County",Surfing,M,4197.0,Injury
1999,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Fishing,M,4196.0,Injury
1999,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,4195.0,Injury
1999,SOUTH AFRICA,Western Cape Province,Kogebaai,Surfing,M,4191.0,Injury
1999,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),Surfing,M,4189.0,Injury
1999,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",Surfing,M,4185.0,Injury
1999,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,4183.0,Injury
1999,USA,Florida,"Atlantiic Beach, Duval County",Swimming,M,4182.0,Injury
1999,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,4179.0,Injury
1999,MAURITIUS,Grand Baie,Pointe aux Canonniers,Swimming,F,4178.0,Injury
1999,USA,Florida,"Hobe Sound Beach, Palm Beach County",Surfing,M,4176.0,Injury
1999,NEW ZEALAND,0,0,Fishing,M,4171.0,Injury
1999,AUSTRALIA,New South Wales,Scotts Head,Surfing,M,4167.0,Injury
1999,USA,Florida,"Hobe Sound, Martin County",Surfing,M,4166.0,Injury
1999,AUSTRALIA,Northern Territory,Gulf of Carpenteria,Fishing,F,4162.0,Injury
1998,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,4158.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Surfing,M,4156.0,Injury
1998,AUSTRALIA,South Australia,Middleton Beach,Surfing,F,4154.0,Injury
1998,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Swimming,M,4153.0,Fatal
1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4152.0,Injury
1998,USA,Oregon,Winchester Bay,Surfing,M,4150.0,Injury
1998,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",Surfing,M,4148.0,Fatal
1998,USA,Florida,"Jupiter Beach, Palm Beach County",Swimming,F,4147.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,Glengariff,Surfing,M,4146.0,Injury
1998,USA,Florida,"Sebastian Inlet, Indian River County",Surfing,M,4145.0,Injury
1998,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,4144.0,Injury
1998,USA,Florida,"The Rocks, Hutchinson Island, Martin County",Surfing,M,4141.0,Injury
1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4140.0,Injury
1998,USA,Florida,"Stuart Beach, Martin County",Surfing,M,4138.0,Injury
1998,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,4136.0,Injury
1998,ITALY,Marches region,12 miles off Senigallia (Adriatic Sea),Fishing,0,4135.0,Injury
1998,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,4127.0,Injury
1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4126.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,4124.0,Injury
1998,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,M,4123.0,Injury
1998,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,4120.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,4119.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,M,4118.0,Injury
1998,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4115.0,Injury
1998,USA,Florida,"Pecks Lake, Martin County",Swimming,F,4114.0,Injury
1998,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,4106.0,Injury
1998,USA,Florida,"Jensen Beach, Martin County",Swimming,M,4103.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,4099.0,Injury
1998,AUSTRALIA,South Australia,Middleton Beach,Surfing,M,4098.0,Injury
1998,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,M,4097.0,Injury
1998,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,Surfing,M,4096.0,Fatal
1997,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,4090.0,Injury
1997,USA,Florida,0,Swimming,M,4088.0,Injury
1997,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,4084.0,Injury
1997,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,4083.0,Injury
1997,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,4081.0,Injury
1997,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,4080.0,Fatal
1997,USA,Florida,Volusia County  ,Surfing,M,4079.0,Injury
1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0,4078.0,Injury
1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4077.0,Injury
1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4076.0,Injury
1997,EGYPT,Red Sea,Safaga,Fishing,M,4070.0,Injury
1997,EGYPT,Red Sea,Safaga,Fishing,M,4069.0,Fatal
1997,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4067.0,Injury
1997,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,M,4062.0,Injury
1997,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,M,4061.0,Fatal
1997,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,4060.0,Injury
1997,BRAZIL,Pernambuco,Paiva,Surfing,0,4057.0,Injury
1997,USA,Florida, Palm Beach County,Surfing,M,4054.0,Injury
1997,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,4050.0,Injury
1997,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,4049.0,Injury
1997,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,F,4045.0,Injury
1996,AUSTRALIA,Queensland,Coolum Beach,Surfing,M,4036.0,Fatal
1996,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,M,4035.0,Injury
1996,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,4032.0,Injury
1996,USA,Florida,"Coral Cove Park, Palm Beach County",Surfing,M,4031.0,Injury
1996,BRAZIL,Pernambuco,Barra de Jangada,Surfing,0,4030.0,Injury
1996,BRAZIL,Pernambuco,Barra de Jangada,Surfing,M,4029.0,Injury
1996,USA,California,"Dillon Beach, Marin County",Surfing,M,4027.0,Injury
1996,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,4026.0,Injury
1996,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,M,4025.0,Injury
1996,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,4023.0,Injury
1996,OKINAWA,Miyako,Hirara City,Swimming,M,4012.0,Fatal
1996,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",Swimming,M,4010.0,Injury
1996,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,4009.0,Injury
1996,AUSTRALIA,Victoria,"Suicide Point, Point Leo",Surfing,M,4003.0,Injury
1996,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Surfing,M,4002.0,Injury
1996,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",Surfing,M,4001.0,Injury
1996,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,3999.0,Injury
1996,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",Surfing,M,3997.0,Injury
1996,AUSTRALIA,New South Wales,Mona Vale,Swimming,M,3995.0,Injury
1996,AUSTRALIA,New South Wales,Mona Vale,Swimming,F,3994.0,Injury
1996,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,3993.0,Fatal
1996,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,M,3984.0,Injury
1996,AUSTRALIA,Queensland,"Brown's Inlet, Broadwater",Swimming,F,3982.0,Injury
1996,REUNION,Saint-Paul ,Embouchure de l'étang de Saint Paul,Surfing,M,3978.0,Fatal
1996,USA,North Carolina,0,Surfing,M,3976.0,Injury
1995,USA,Florida,"North Beach, St. Lucie County",Surfing,M,3969.0,Injury
1995,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,3967.0,Injury
1995,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",Surfing,M,3966.0,Injury
1995,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",Surfing,M,3965.0,Injury
1995,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,3963.0,Injury
1995,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,3962.0,Injury
1995,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming,M,3957.0,Injury
1995,USA,Florida,"North Beach Inlet, St. Lucie County",Surfing,M,3956.0,Injury
1995,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,3954.0,Injury
1995,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,3953.0,Injury
1995,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,3952.0,Injury
1995,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,3951.0,Injury
1995,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,3949.0,Injury
1995,TONGA,Vavau,Near Tapana Island,Fishing,M,3947.0,Injury
1995,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,M,3945.0,Injury
1995,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,3944.0,Injury
1995,TONGA,Vavau,Neiafu,Fishing,M,3941.0,Injury
1995,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3939.0,Injury
1995,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3938.0,Injury
1995,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3937.0,Injury
1995,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,3934.0,Injury
1995,BRAZIL,Pernambuco,Candeias,Surfing,M,3932.0,Fatal
1984,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,M,3931.0,Injury
1995,USA,Texas,Port Aransas,Surfing,M,3930.0,Injury
1995,USA,Mississippi,"Cat Island, Harrison County",Fishing,F,3929.0,Injury
1995,USA,South Carolina,"Garden City Beach, Horry County",Surfing,M,3924.0,Injury
1995,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,3923.0,Injury
1995,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,F,3922.0,Injury
1995,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Swimming,M,3921.0,Injury
1995,HONG KONG,Clearwater Bay,First Beach,Swimming,F,3920.0,Fatal
1995,HONG KONG,New Territories,Sheung Sze Wan Beach,Swimming,M,3919.0,Fatal
1995,USA,Florida,"Vero Beach, Indian River County",Surfing,M,3917.0,Injury
1995,AUSTRALIA,South Australia,Cactus Beach,Surfing,M,3908.0,Injury
1995,BRAZIL,Maranhão,"Praia do Olho D'Água, São Luis",Swimming,0,3907.0,Fatal
1995,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,Swimming,M,3906.0,Injury
1995,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming,M,3904.0,Fatal
1995,BRAZIL,Pernambuco,Piedade,Surfing,M,3903.0,Injury
1994,BRAZIL,Pernambuco,Piedade,Surfing,M,3896.0,Injury
1994,BRAZIL,Pernambuco,Paiva,Surfing,M,3895.0,Injury
1994,BRAZIL,Pernambuco,Paiva,Surfing,M,3891.0,Fatal
1994,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,0,3888.0,Injury
1994,BRAZIL,Pernambuco,Piedade,Surfing,0,3887.0,Injury
1994,BRAZIL,Pernambuco,Piedade,Surfing,M,3886.0,Injury
1994,USA,Florida,"Indialantic, Brevard County",Surfing,M,3884.0,Injury
1994,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,F,3883.0,Injury
1994,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,3882.0,Injury
1994,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,3878.0,Injury
1994,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,3877.0,Fatal
1994,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,3875.0,Fatal
1994,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,3874.0,Injury
1994,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,3873.0,Injury
1994,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3872.0,Injury
1994,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,3870.0,Injury
1994,USA,Florida," Daytona Beach, Volusia County",Surfing,M,3869.0,Injury
1994,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3865.0,Injury
1994,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,3856.0,Injury
1994,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,3854.0,Injury
1994,USA,Hawaii,Kailua Bay,Fishing,M,3853.0,Injury
1994,SOUTH AFRICA,Eastern Cape Province,Beachview Holiday Resort,Surfing,M,3852.0,Injury
1994,NEW CALEDONIA,South Province,Cap Goulvain,Fishing,0,3851.0,Fatal
1994,BRAZIL,Pernambuco,Piedade,Swimming,M,3850.0,Injury
1994,USA,Hawaii,"Velzyland, north shore of O'ahu",Surfing,M,3849.0,Fatal
1994,AUSTRALIA,Western Australia,Albany,Fishing,0,3847.0,Injury
1994,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,3843.0,Injury
1993,USA,Hawaii,Waipo,Surfing,M,3842.0,Fatal
1993,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,M,3841.0,Injury
1993,USA,California,"""Bunkers"" Eureka, Humboldt County",Surfing,M,3837.0,Injury
1993,USA,Florida,"Treasure Shores Beach, Indian River County",Swimming,F,3836.0,Injury
1993,USA,Hawaii,"Mouth of Wallua River, Kaua'i",Surfing,0,3834.0,Injury
1993,SOMALIA,Banaadir Region,Mogadishu,Swimming,M,3833.0,Fatal
1993,EL SALVADOR,La Libertad,near El Cocal Beach,Surfing,0,3831.0,Injury
1993,EL SALVADOR,La Libertad,El Cocal Beach,Surfing,M,3830.0,Fatal
1993,SPAIN,Costa Blanca,"Playa de las Arenas, Valencia ",Swimming,M,3827.0,Injury
1993,USA,Florida,"Bethune Beach, Volusia County",Surfing,0,3825.0,Injury
1993,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,0,3821.0,Injury
1993,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Surfing,M,3817.0,Injury
1993,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,3815.0,Fatal
1993,HONG KONG,New Territories,Silverstrand,Swimming,M,3813.0,Fatal
1993,HONG KONG,New Territories,Sheung Sz Wan,Swimming,M,3808.0,Fatal
1993,USA,North Carolina,"Hamstead, Pender County",Swimming,F,3807.0,Injury
1993,SOMALIA,Banaadir Region,"Arroyo Beach, Mogadishu",Swimming,F,3805.0,Fatal
1993,BRAZIL,Pernambuco,Paiva,Surfing,M,3803.0,Injury
1993,NEW CALEDONIA,South Province,Île de Casey,Swimming,0,3798.0,Injury
1993,AUSTRALIA,Queensland,Mooloolaba,Fishing,M,3795.0,Injury
1993,USA,Oregon,"Bastendorf Beach, Coos County",Surfing,M,3791.0,Injury
1993,ANGOLA,West Africa,0,Surfing,M,3790.0,Injury
1992,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",Surfing,M,3783.0,Injury
1992,USA,Florida,0,Surfing,M,3782.0,Injury
1992,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,3778.0,Injury
1992,USA,Hawaii,"Lanaikea, O'ahu",Surfing,M,3775.0,Injury
1992,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",Surfing,M,3772.0,Fatal
1992,USA,Oregon,"Gold Beach, Curry County",Surfing,M,3770.0,Injury
1992,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,3768.0,Fatal
1992,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",Surfing,M,3765.0,Injury
1992,USA,California,"Klamath River, Del Norte County",Surfing,M,3763.0,Injury
1992,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,3758.0,Injury
1992,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,3757.0,Injury
1992,BRAZIL,Pernambuco,Piedade,Swimming,M,3756.0,Fatal
1992,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,3755.0,Fatal
1992,VANUATU,Malampa Province,"Port Sandwich, Malakula",Swimming,F,3754.0,Injury
1992,REUNION,Saint-Joseph,Lieu-dit Cayenne,Surfing,M,3750.0,Fatal
1992,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,3747.0,Injury
1992,AUSTRALIA,Victoria,Point Lonsdale,Surfing,M,3745.0,Injury
1992,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",Surfing,M,3739.0,Injury
1992,MAURITIUS,0,Mahebourg,Fishing,M,3734.0,Injury
1991,USA,Florida,Near Port Canaveral Coast Guard Base,Fishing,M,3726.0,Injury
1991,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,3724.0,Injury
1991,USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,M,3723.0,Injury
1991,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,3719.0,Injury
1991,USA,Florida,Florida Bay,Fishing,M,3717.0,Injury
1991,USA,Florida,"South Miami Beach, Dade County",Swimming,M,3713.0,Injury
1991,REUNION,L'Etang-Salé,"Ravine des Sables, Saint Leu",Surfing,M,3712.0,Injury
1991,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,M,3711.0,Injury
1991,HONG KONG,Kowloon Peninsula,Sai Kung,Fishing,M,3708.0,Fatal
1991,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,3707.0,Injury
1991,BRAZIL,Pernambuco,"Praia de Pau Amarelo, Recife",Fishing,0,3702.0,Injury
1991,USA,Oregon,"Neskowin, Tillamook County",Surfing,M,3697.0,Injury
1991,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,3695.0,Injury
1990,USA,Florida,"Spanish River Park Beach, Palm Beach County",Surfing,M,3689.0,Injury
1990,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,3688.0,Injury
1990,USA,Florida,"Indialantic, Brevard County",Surfing,M,3687.0,Injury
1990,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,3686.0,Injury
1990,AUSTRALIA,South Australia,Goolwa Beach,Surfing,M,3685.0,Injury
1990,USA,Florida,"North end of County Beach, Palm Beach County",Surfing,M,3684.0,Injury
1990,USA,Hawaii,"Hanalei Point, Kaua'i",Surfing,M,3683.0,Injury
1990,USA,Florida,"Stuart Beach, Martin County",Surfing,M,3682.0,Injury
1990,USA,California,"Trinidad Head, Humboldt County",Surfing,M,3677.0,Injury
1990,USA,Texas,"Mustang Island, Nueces County",Surfing,M,3676.0,Injury
1990,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",Surfing,M,3673.0,Injury
1990,SOUTH AFRICA,KwaZulu-Natal,Protea Reef,Fishing,0,3670.0,Injury
1990,AUSTRALIA,Queensland,Greenmount Beach,Surfing,M,3665.0,Injury
1990,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,3663.0,Injury
1990,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,3662.0,Injury
1990,FIJI,Laucala Island,0,Swimming,M,3660.0,Injury
1990,REUNION,Sainte-Marie,Baie de la Mare,Surfing,M,3659.0,Injury
1990,USA,Florida,"Pensacola, Escambia County",Surfing,M,3655.0,Fatal
1989,AUSTRALIA,Queensland,Fraser Island,Swimming,M,3652.0,Injury
1989,AUSTRALIA,Victoria,Kilcunda,Surfing,M,3651.0,Injury
1989,AUSTRALIA,Northern Territory,Edith Falls,Swimming,F,3647.0,Injury
1989,AUSTRALIA,Tasmania,Shelly Point ,Surfing,M,3646.0,Injury
